StoreID|TRANSACTION_ID|Date|TRANS_HOUR|TRANS_MINUTE|CASHIER_NUMBER|TERMINAL_NUMBER|UPC|Name|CATEGORY|CATEGORY_SUB_KEY_Name|DEPT_KEY_Name|DEPT_MASTER_KEY_Name|Quantity|Price|Sales|DAY_KEY|FiscalMonth|FiscalQtr|FiscalYear
6745|20170411438582|2017-04-11|10|43|120|7|23994100000|MUFFINS ASSORTED MAMMO|BAKERY PRODUCTS IN-STORE|MUFFINS IN-STORE|BAKERY IN STORE|Bakery|1|3.98|3.98|20170411|4|2|2017
6745|20170411442268|2017-04-11|11|44|530|4|3400000687|HRSH CADBURY CARAMEL E|CANDY|CANDY DISPLAYS--BULLETIN-|GROC CARB BEV CANDY|Grocery|8|0.78|6.24|20170411|4|2|2017
6745|20181006443106|2018-10-06|11|58|150|7|1540006338|WF DICED TOM W/GRN CHI|CANNED VEGETABLES|VEGT TOMATOES-CANNED|GROCERY FS|Grocery|1|0.75|0.75|20181006|10|4|2018
6745|20181006443250|2018-10-06|12|0|230|4|1540022015|WF LG AA PULP|EGGS|EGG CARTONS|GROCERY DAIRY|Grocery|1|1.28|1.28|20181006|10|4|2018
6745|20181006443882|2018-10-06|12|11|230|4|7527804263|FF BB PARMESAN GARLIC||||Meat|1|1.84|1.84|20181006|10|4|2018
6745|20181006443995|2018-10-06|12|13|230|4|7788571061|TAPATIO HOT SAUCE|SPECIALTY FOODS|KEHE SPECIALTY HISPANIC|GAF FOOD|Natural Organic|1|1.78|1.78|20181006|10|4|2018
6745|20181006443464|2018-10-06|12|4|175|2|8484|KEYSTONE ICE 30 PACK|BEER|DSD BEER24 PACKS|GROCERY BEER|Grocery|1|19.98|19.98|20181006|10|4|2018
6745|20181006443106|2018-10-06|11|58|150|7|1540006338|WF DICED TOM W/GRN CHI|CANNED VEGETABLES|VEGT TOMATOES-CANNED|GROCERY FS|Grocery|1|0.75|0.75|20181006|10|4|2018
6745|20181006442902|2018-10-06|11|55|135|2|4300020054|JELLO GEL ORANGE|GELATIN & PUDDINGS|GELATIN JELLO|GROCERY FS|Grocery|2|1.28|2.56|20181006|10|4|2018
6745|20181006445710|2018-10-06|12|41|230|4|3907304173|KRETSCHMAR HNY RST TKY|LUNCH MEATS|LUNCHMEAT MISC|MEAT DEPT DELI TO BE DELE|Meat|1|3.48|3.48|20181006|10|4|2018
6745|20181006445251|2018-10-06|12|34|115|6|2100005230|KFT BBQ SCMESQ SMOKED|CATSUP MUSTARD SAUCES|SAUCE BBQ|GROCERY FS|Grocery|1|1.68|1.68|20181006|10|4|2018
6745|20181006444117|2018-10-06|12|15|175|2|23222700000|BEEF RUMP ROAST BONELE|FRESH MEAT|BEEF ROASTS|MEAT|Meat|1|5.98|13.28|20181006|10|4|2018
6745|20181006443827|2018-10-06|12|10|115|6|3600025861|KLNX ULTRA FAC TISSUE|FACIAL TISSUE|FACIAL TISSUE|GROCERY NFS|Grocery|1|0.98|0.98|20181006|10|4|2018
6745|20181006443897|2018-10-06|12|11|110|7|1540022015|WF LG AA PULP|EGGS|EGG CARTONS|GROCERY DAIRY|Grocery|1|1.28|1.28|20181006|10|4|2018
6745|20181006443586|2018-10-06|12|6|175|2|7274582950|PERDUE IQF BNLS SKNLS||||Meat|1|6.48|6.48|20181006|10|4|2018
6745|20181006443897|2018-10-06|12|11|110|7|1540004618|FC GELATIN CHERRY|GELATIN & PUDDINGS|GELATIN JELLO|GROCERY FS|Grocery|1|0.53|0.53|20181006|10|4|2018
6745|20181006444607|2018-10-06|12|23|110|7|1122513116|SD STORAGE BAG GAL TWI|MISCELLANEOUS PAPER & WRA|BAGSSANDWICH/FOOD STORAG|GROCERY NFS|Grocery|1|2.68|2.68|20181006|10|4|2018
6745|20181006482422|2018-10-06|22|53|245|8|2400005044|DM PLS MANDARIN ORANGE|CANNED FRUIT|FRUIT MISC-CANNED|GROCERY FS|Grocery|1|2.77|2.77|20181006|10|4|2018
6745|20181006477248|2018-10-06|21|27|240|9|3890004205|DOLE MAND ORNGE SEGMNT|CANNED FRUIT|FRUIT ORANGES-MANDARINE|GROCERY FS|Grocery|1|1.28|1.28|20181006|10|4|2018
6745|20181006484618|2018-10-06|23|30|325|8|5100015076|CAMP SOUP AT HAND CHIX|CANNED SOUP|SOUP RDY TO SERVE CHUNKY|GROCERY FS|Grocery|1|1.68|1.68|20181006|10|4|2018
